probability,true_label,species
0.51729065,1.0,Azadirachta indica
0.5461003,1.0,Azadirachta indica
0.53993756,0.0,Azadirachta indica
0.47930396,1.0,Azadirachta indica
0.5121022,1.0,Azadirachta indica
0.5347452,0.0,Azadirachta indica
0.55952674,1.0,Azadirachta indica
0.5046681,0.0,Azadirachta indica
0.5317615,0.0,Azadirachta indica
0.512536,1.0,Azadirachta indica
0.5175612,0.0,Azadirachta indica
0.5355594,0.0,Azadirachta indica
0.5375691,1.0,Azadirachta indica
0.48790142,1.0,Azadirachta indica
0.5063471,0.0,Azadirachta indica
0.50003177,1.0,Azadirachta indica
0.5166864,1.0,Azadirachta indica
0.5063931,0.0,Azadirachta indica
0.51440465,0.0,Azadirachta indica
0.5439883,0.0,Azadirachta indica
0.533928,0.0,Azadirachta indica
0.51058257,1.0,Azadirachta indica
0.53475505,1.0,Azadirachta indica
0.5067186,1.0,Azadirachta indica
0.51199615,0.0,Azadirachta indica
0.5282078,0.0,Azadirachta indica
0.5173461,0.0,Azadirachta indica
0.50834423,0.0,Azadirachta indica
0.5010363,1.0,Azadirachta indica
0.5230918,0.0,Azadirachta indica
0.54800993,1.0,Azadirachta indica
0.5486011,1.0,Azadirachta indica
0.5173974,0.0,Azadirachta indica
0.5033843,0.0,Azadirachta indica
0.5102439,0.0,Azadirachta indica
0.5040316,1.0,Azadirachta indica
0.52993065,0.0,Azadirachta indica
0.5190847,1.0,Azadirachta indica
0.49665377,1.0,Azadirachta indica
0.4943797,0.0,Azadirachta indica
0.5106994,0.0,Azadirachta indica
0.4874876,1.0,Azadirachta indica
0.5130546,0.0,Azadirachta indica
0.5311581,0.0,Azadirachta indica
0.50200695,0.0,Azadirachta indica
0.51514316,0.0,Azadirachta indica
0.49946603,1.0,Azadirachta indica
0.53913206,0.0,Azadirachta indica
0.50421387,0.0,Azadirachta indica
0.50422317,0.0,Azadirachta indica
0.51495194,0.0,Azadirachta indica
0.53583616,0.0,Azadirachta indica
0.5173712,0.0,Azadirachta indica
0.52354485,0.0,Azadirachta indica
0.5014987,0.0,Azadirachta indica
0.51524746,1.0,Azadirachta indica
0.5377515,0.0,Azadirachta indica
0.5245642,0.0,Azadirachta indica
0.5159564,1.0,Azadirachta indica
0.5333268,0.0,Azadirachta indica
0.50707626,1.0,Azadirachta indica
0.566467,0.0,Azadirachta indica
0.4939032,1.0,Azadirachta indica
0.50900626,1.0,Azadirachta indica
0.50355506,0.0,Azadirachta indica
0.5119895,1.0,Azadirachta indica
0.49909553,1.0,Azadirachta indica
0.50380296,0.0,Azadirachta indica
0.5393412,0.0,Azadirachta indica
0.53904426,0.0,Azadirachta indica
0.49736205,0.0,Azadirachta indica
0.50782025,0.0,Azadirachta indica
0.5078012,0.0,Azadirachta indica
0.51410216,0.0,Azadirachta indica
0.50482047,1.0,Azadirachta indica
0.48694572,0.0,Azadirachta indica
0.5222345,0.0,Azadirachta indica
0.52743316,0.0,Azadirachta indica
0.51911825,1.0,Azadirachta indica
0.47903106,1.0,Azadirachta indica
0.50398856,0.0,Azadirachta indica
0.5817109,0.0,Azadirachta indica
0.56072026,1.0,Azadirachta indica
0.52151763,0.0,Azadirachta indica
0.51532817,0.0,Azadirachta indica
0.50813913,0.0,Azadirachta indica
0.5022282,0.0,Azadirachta indica
0.517493,0.0,Azadirachta indica
0.5120628,1.0,Azadirachta indica
0.5081345,1.0,Azadirachta indica
0.52669996,0.0,Azadirachta indica
0.54794747,1.0,Azadirachta indica
0.52046114,0.0,Azadirachta indica
0.5260099,0.0,Azadirachta indica
0.50158185,1.0,Azadirachta indica
0.5252039,1.0,Azadirachta indica
0.5023361,1.0,Azadirachta indica
0.51311815,1.0,Azadirachta indica
0.5254452,0.0,Azadirachta indica
0.49040493,1.0,Azadirachta indica
0.50361824,0.0,Azadirachta indica
0.503469,1.0,Azadirachta indica
0.50746346,0.0,Azadirachta indica
0.48451927,0.0,Azadirachta indica
0.515897,0.0,Azadirachta indica
0.5100993,1.0,Azadirachta indica
0.5342413,0.0,Azadirachta indica
0.51095843,1.0,Azadirachta indica
0.53552485,0.0,Azadirachta indica
0.52025414,0.0,Azadirachta indica
0.50335056,0.0,Azadirachta indica
0.5068355,1.0,Azadirachta indica
0.507785,0.0,Azadirachta indica
0.5114058,0.0,Azadirachta indica
0.506408,1.0,Azadirachta indica
0.53590244,0.0,Azadirachta indica
0.55285513,0.0,Azadirachta indica
0.49648574,0.0,Azadirachta indica
0.5009645,1.0,Azadirachta indica
0.5254474,0.0,Azadirachta indica
0.53136164,0.0,Azadirachta indica
0.5254414,1.0,Azadirachta indica
0.5196805,0.0,Azadirachta indica
0.515685,0.0,Azadirachta indica
0.49077794,1.0,Azadirachta indica
0.51763946,0.0,Azadirachta indica
0.5015994,0.0,Azadirachta indica
0.51567733,0.0,Azadirachta indica
0.5406745,0.0,Azadirachta indica
0.51068544,1.0,Azadirachta indica
0.50760245,0.0,Azadirachta indica
0.49790287,0.0,Azadirachta indica
0.51556987,0.0,Azadirachta indica
0.52007854,0.0,Azadirachta indica
0.5508515,0.0,Azadirachta indica
0.51473033,0.0,Azadirachta indica
0.53122514,0.0,Azadirachta indica
0.51664674,0.0,Azadirachta indica
0.51359016,0.0,Azadirachta indica
0.5478006,0.0,Azadirachta indica
0.53067344,1.0,Azadirachta indica
0.5262748,0.0,Azadirachta indica
0.56221884,1.0,Azadirachta indica
0.5331648,1.0,Azadirachta indica
0.53641707,0.0,Azadirachta indica
0.52030486,0.0,Azadirachta indica
0.5397264,1.0,Azadirachta indica
0.51824343,1.0,Azadirachta indica
0.5202632,1.0,Azadirachta indica
0.52308047,0.0,Azadirachta indica
0.5289343,0.0,Azadirachta indica
0.5016166,0.0,Azadirachta indica
0.5197263,1.0,Azadirachta indica
0.50048405,1.0,Azadirachta indica
0.54215056,0.0,Azadirachta indica
0.5283311,0.0,Azadirachta indica
0.5054628,0.0,Azadirachta indica
0.5225239,0.0,Azadirachta indica
0.50807464,1.0,Azadirachta indica
0.4937776,0.0,Azadirachta indica
0.5455518,0.0,Azadirachta indica
0.52818936,0.0,Azadirachta indica
0.49702504,1.0,Azadirachta indica
0.49173215,0.0,Azadirachta indica
0.5031981,1.0,Azadirachta indica
0.49765086,0.0,Azadirachta indica
0.5155614,0.0,Azadirachta indica
0.5227889,1.0,Azadirachta indica
0.51969045,0.0,Azadirachta indica
0.51104766,1.0,Azadirachta indica
0.5104401,0.0,Azadirachta indica
0.50003016,0.0,Azadirachta indica
0.51623154,0.0,Azadirachta indica
0.48829645,0.0,Azadirachta indica
0.53609955,0.0,Azadirachta indica
0.51173913,0.0,Azadirachta indica
0.4783265,1.0,Azadirachta indica
0.5184282,0.0,Azadirachta indica
0.5017149,0.0,Azadirachta indica
0.52613586,0.0,Azadirachta indica
0.51395893,1.0,Azadirachta indica
0.50882614,0.0,Azadirachta indica
0.5113769,0.0,Azadirachta indica
0.5319964,0.0,Azadirachta indica
0.5018642,1.0,Azadirachta indica
0.5278911,0.0,Azadirachta indica
0.51295674,1.0,Azadirachta indica
0.4983672,1.0,Azadirachta indica
0.51810724,0.0,Azadirachta indica
0.51368916,0.0,Azadirachta indica
0.5283113,0.0,Azadirachta indica
0.5985001,1.0,Azadirachta indica
0.5033402,1.0,Azadirachta indica
0.5179645,1.0,Azadirachta indica
0.529278,0.0,Azadirachta indica
0.54081523,0.0,Azadirachta indica
0.5304438,0.0,Azadirachta indica
0.5073337,0.0,Azadirachta indica
0.5252316,0.0,Azadirachta indica
0.50431436,0.0,Azadirachta indica
0.5147931,0.0,Azadirachta indica
0.4785406,0.0,Azadirachta indica
0.49196872,0.0,Azadirachta indica
0.4988051,0.0,Azadirachta indica
0.50698924,0.0,Azadirachta indica
0.5252462,1.0,Azadirachta indica
0.507371,0.0,Azadirachta indica
0.5111689,0.0,Azadirachta indica
0.5215707,0.0,Azadirachta indica
0.5154419,0.0,Azadirachta indica
0.50246936,0.0,Azadirachta indica
0.5100097,0.0,Azadirachta indica
0.5376142,0.0,Azadirachta indica
0.5080958,0.0,Azadirachta indica
0.5744781,1.0,Azadirachta indica
0.5284925,0.0,Azadirachta indica
0.5356979,0.0,Azadirachta indica
0.55544865,0.0,Azadirachta indica
0.51797944,1.0,Azadirachta indica
0.53507906,1.0,Azadirachta indica
0.51991737,0.0,Azadirachta indica
0.4989646,1.0,Azadirachta indica
0.5065652,1.0,Azadirachta indica
0.49690628,0.0,Azadirachta indica
0.5267278,0.0,Azadirachta indica
0.506186,1.0,Azadirachta indica
0.49988952,0.0,Azadirachta indica
0.52053756,1.0,Azadirachta indica
0.52168316,0.0,Azadirachta indica
0.51870006,0.0,Azadirachta indica
0.524266,0.0,Azadirachta indica
0.5109427,0.0,Azadirachta indica
0.50732374,1.0,Azadirachta indica
0.5813115,0.0,Azadirachta indica
0.51364976,0.0,Azadirachta indica
0.5034578,1.0,Azadirachta indica
0.5036531,0.0,Azadirachta indica
0.52479106,0.0,Azadirachta indica
0.52805567,1.0,Azadirachta indica
0.5067028,0.0,Azadirachta indica
0.5308022,1.0,Azadirachta indica
0.5183797,0.0,Azadirachta indica
0.53660446,0.0,Azadirachta indica
0.5128925,1.0,Azadirachta indica
0.4995925,1.0,Azadirachta indica
0.51764035,1.0,Azadirachta indica
0.5195339,1.0,Azadirachta indica
0.5207332,0.0,Azadirachta indica
0.5403169,0.0,Azadirachta indica
0.5093125,1.0,Azadirachta indica
0.5146615,1.0,Azadirachta indica
0.49474195,1.0,Azadirachta indica
0.5383417,0.0,Azadirachta indica
0.5184935,0.0,Azadirachta indica
0.5022506,0.0,Azadirachta indica
0.50882846,0.0,Azadirachta indica
0.4859237,1.0,Azadirachta indica
0.4832146,0.0,Azadirachta indica
0.5530908,0.0,Azadirachta indica
0.52842057,0.0,Azadirachta indica
0.52497566,1.0,Azadirachta indica
0.52154225,1.0,Azadirachta indica
0.50092304,1.0,Azadirachta indica
0.5118097,0.0,Azadirachta indica
0.52133554,0.0,Azadirachta indica
0.51414794,1.0,Azadirachta indica
0.49463314,1.0,Azadirachta indica
0.51227194,0.0,Azadirachta indica
0.5277459,1.0,Azadirachta indica
0.51803166,0.0,Azadirachta indica
0.490302,0.0,Azadirachta indica
0.5002906,1.0,Azadirachta indica
0.5336411,1.0,Azadirachta indica
0.5398368,1.0,Azadirachta indica
0.509006,0.0,Azadirachta indica
0.50018126,1.0,Azadirachta indica
0.57657886,1.0,Azadirachta indica
0.4974667,0.0,Azadirachta indica
0.5250929,1.0,Azadirachta indica
0.5051272,0.0,Azadirachta indica
0.5145659,0.0,Azadirachta indica
0.5061331,1.0,Azadirachta indica
0.55097276,1.0,Azadirachta indica
0.5124732,0.0,Azadirachta indica
0.53500587,0.0,Azadirachta indica
0.53449446,1.0,Azadirachta indica
0.52250695,0.0,Azadirachta indica
0.5167291,1.0,Azadirachta indica
0.5192582,1.0,Azadirachta indica
0.53075886,0.0,Azadirachta indica
0.5325467,1.0,Azadirachta indica
0.4925651,1.0,Azadirachta indica
0.51563966,0.0,Azadirachta indica
0.53853464,0.0,Azadirachta indica
0.5488338,0.0,Azadirachta indica
0.51476014,1.0,Azadirachta indica
0.5139202,0.0,Azadirachta indica
0.53529054,1.0,Azadirachta indica
0.5191971,1.0,Azadirachta indica
0.51412153,0.0,Azadirachta indica
0.52374566,1.0,Azadirachta indica
0.51437813,0.0,Azadirachta indica
0.509565,0.0,Azadirachta indica
0.49851397,1.0,Azadirachta indica
0.5418719,0.0,Azadirachta indica
0.5298462,1.0,Azadirachta indica
0.50570375,0.0,Azadirachta indica
0.53719157,0.0,Azadirachta indica
0.50345844,1.0,Azadirachta indica
0.53108114,1.0,Azadirachta indica
0.51815486,1.0,Azadirachta indica
0.52735674,1.0,Azadirachta indica
0.5025676,1.0,Azadirachta indica
0.51870996,0.0,Azadirachta indica
0.5168847,1.0,Azadirachta indica
0.53642076,0.0,Azadirachta indica
0.5145971,0.0,Azadirachta indica
0.4854024,0.0,Azadirachta indica
0.5021954,1.0,Azadirachta indica
0.5088952,0.0,Azadirachta indica
0.50661194,0.0,Azadirachta indica
0.5199018,0.0,Azadirachta indica
0.55374926,1.0,Azadirachta indica
0.49433804,1.0,Azadirachta indica
0.5166127,1.0,Azadirachta indica
0.52839947,0.0,Azadirachta indica
0.5054666,0.0,Azadirachta indica
0.5276267,1.0,Azadirachta indica
0.5083054,1.0,Azadirachta indica
0.5474304,0.0,Azadirachta indica
0.5100614,0.0,Azadirachta indica
0.49659148,1.0,Azadirachta indica
0.53558135,0.0,Azadirachta indica
0.52589864,1.0,Azadirachta indica
0.52705485,0.0,Azadirachta indica
0.5177499,1.0,Azadirachta indica
0.51764417,0.0,Azadirachta indica
0.5230018,0.0,Azadirachta indica
0.5294285,0.0,Azadirachta indica
0.524898,0.0,Azadirachta indica
0.5135975,1.0,Azadirachta indica
0.50064427,1.0,Azadirachta indica
0.5093429,1.0,Azadirachta indica
0.50046474,0.0,Azadirachta indica
0.51089495,0.0,Azadirachta indica
0.53568614,0.0,Azadirachta indica
0.529436,0.0,Azadirachta indica
0.51852614,0.0,Azadirachta indica
0.52961004,0.0,Azadirachta indica
0.52212614,0.0,Azadirachta indica
0.52023363,0.0,Azadirachta indica
0.511104,0.0,Azadirachta indica
0.50113994,0.0,Azadirachta indica
0.5252525,0.0,Azadirachta indica
0.49265614,0.0,Azadirachta indica
0.52020687,0.0,Azadirachta indica
0.5190173,0.0,Azadirachta indica
0.5368905,1.0,Azadirachta indica
0.5188239,1.0,Azadirachta indica
0.5188106,0.0,Azadirachta indica
0.5247657,0.0,Azadirachta indica
0.48814264,0.0,Azadirachta indica
0.50082076,0.0,Azadirachta indica
0.50024635,1.0,Azadirachta indica
0.5324922,1.0,Azadirachta indica
0.49172983,0.0,Azadirachta indica
0.54078436,0.0,Azadirachta indica
0.5119757,1.0,Azadirachta indica
0.5425561,0.0,Azadirachta indica
0.5174267,0.0,Azadirachta indica
0.46454197,0.0,Azadirachta indica
0.509847,1.0,Azadirachta indica
0.5299769,1.0,Azadirachta indica
0.55376357,1.0,Azadirachta indica
0.51316714,1.0,Azadirachta indica
0.49894223,1.0,Azadirachta indica
0.5016836,0.0,Azadirachta indica
0.52895945,0.0,Azadirachta indica
0.53807795,0.0,Azadirachta indica
0.5268183,0.0,Azadirachta indica
0.539098,1.0,Azadirachta indica
0.5219862,0.0,Azadirachta indica
0.5100702,0.0,Azadirachta indica
0.51474816,1.0,Azadirachta indica
0.49830145,1.0,Azadirachta indica
0.5239928,0.0,Azadirachta indica
0.49918997,0.0,Azadirachta indica
0.54161143,0.0,Azadirachta indica
0.53161484,0.0,Azadirachta indica
0.5045689,0.0,Azadirachta indica
0.50395465,0.0,Azadirachta indica
0.49809867,1.0,Azadirachta indica
0.49373546,0.0,Azadirachta indica
0.5018669,0.0,Azadirachta indica
0.53554374,0.0,Azadirachta indica
0.48401526,0.0,Azadirachta indica
0.52554816,0.0,Azadirachta indica
0.51254845,0.0,Azadirachta indica
0.5284625,0.0,Azadirachta indica
0.5344136,0.0,Azadirachta indica
0.5241074,0.0,Azadirachta indica
0.51911783,0.0,Azadirachta indica
0.4945439,1.0,Azadirachta indica
0.510553,1.0,Azadirachta indica
0.49521306,0.0,Azadirachta indica
0.51369005,0.0,Azadirachta indica
0.5288003,1.0,Azadirachta indica
0.50336045,1.0,Azadirachta indica
0.53550303,0.0,Azadirachta indica
0.5078066,0.0,Azadirachta indica
0.5143091,0.0,Azadirachta indica
0.51861745,0.0,Azadirachta indica
0.50699204,0.0,Azadirachta indica
0.52389467,0.0,Azadirachta indica
0.51609457,1.0,Azadirachta indica
0.50571513,0.0,Azadirachta indica
0.5064605,0.0,Azadirachta indica
0.5243724,0.0,Azadirachta indica
0.5196402,0.0,Azadirachta indica
0.5036768,1.0,Azadirachta indica
0.5164461,1.0,Azadirachta indica
0.5181599,1.0,Azadirachta indica
0.51113564,0.0,Azadirachta indica
0.56083286,1.0,Azadirachta indica
0.52590066,0.0,Azadirachta indica
0.54328096,0.0,Azadirachta indica
0.47901946,0.0,Azadirachta indica
0.5255552,1.0,Azadirachta indica
0.5175118,0.0,Azadirachta indica
0.5287197,1.0,Azadirachta indica
0.529172,0.0,Azadirachta indica
0.51395905,0.0,Azadirachta indica
0.4756082,0.0,Azadirachta indica
0.49496993,0.0,Azadirachta indica
0.5315876,0.0,Azadirachta indica
0.5201135,0.0,Azadirachta indica
0.49569753,0.0,Azadirachta indica
0.51780415,1.0,Azadirachta indica
0.50172937,0.0,Azadirachta indica
0.5233563,0.0,Azadirachta indica
0.5027127,0.0,Azadirachta indica
0.5305808,0.0,Azadirachta indica
0.5316729,1.0,Azadirachta indica
0.51324224,1.0,Azadirachta indica
0.50768226,1.0,Azadirachta indica
0.52400565,1.0,Azadirachta indica
0.51491714,0.0,Azadirachta indica
0.51507723,0.0,Azadirachta indica
0.5086074,0.0,Azadirachta indica
0.5298559,1.0,Azadirachta indica
0.50661194,0.0,Azadirachta indica
0.5235841,0.0,Azadirachta indica
0.49943867,0.0,Azadirachta indica
0.53457654,0.0,Azadirachta indica
0.48528773,0.0,Azadirachta indica
0.5329806,0.0,Azadirachta indica
0.50502414,0.0,Azadirachta indica
0.4819706,1.0,Azadirachta indica
0.51750004,1.0,Azadirachta indica
0.53888375,1.0,Azadirachta indica
0.53828114,0.0,Azadirachta indica
0.5433007,1.0,Azadirachta indica
0.5413002,0.0,Azadirachta indica
0.49074176,0.0,Azadirachta indica
0.51404446,0.0,Azadirachta indica
0.5190462,0.0,Azadirachta indica
0.5391809,1.0,Azadirachta indica
0.5320579,0.0,Azadirachta indica
0.5695761,1.0,Azadirachta indica
0.5246463,0.0,Azadirachta indica
0.4872115,0.0,Azadirachta indica
0.4966137,0.0,Azadirachta indica
0.51929957,1.0,Azadirachta indica
0.51376295,0.0,Azadirachta indica
0.5053132,0.0,Azadirachta indica
0.58121014,0.0,Azadirachta indica
0.522403,1.0,Azadirachta indica
0.5171178,1.0,Azadirachta indica
0.53089935,0.0,Azadirachta indica
0.51786786,0.0,Azadirachta indica
0.50499403,1.0,Azadirachta indica
0.50523967,1.0,Azadirachta indica
0.54657954,0.0,Azadirachta indica
0.53084373,0.0,Azadirachta indica
0.5062261,0.0,Azadirachta indica
0.5512213,0.0,Azadirachta indica
0.51462865,0.0,Azadirachta indica
0.48562947,0.0,Azadirachta indica
0.5009617,0.0,Azadirachta indica
0.5087498,0.0,Azadirachta indica
0.5031889,0.0,Azadirachta indica
0.52490056,0.0,Azadirachta indica
0.5378013,0.0,Azadirachta indica
0.5228118,0.0,Azadirachta indica
0.4750878,0.0,Azadirachta indica
0.52792275,1.0,Azadirachta indica
0.49959466,1.0,Azadirachta indica
0.54715717,1.0,Azadirachta indica
0.49631324,0.0,Azadirachta indica
0.53064007,1.0,Azadirachta indica
0.5188377,1.0,Azadirachta indica
0.4882915,1.0,Azadirachta indica
0.5117428,1.0,Azadirachta indica
0.54426205,1.0,Azadirachta indica
0.5259976,1.0,Azadirachta indica
0.5328875,0.0,Azadirachta indica
0.5227906,0.0,Azadirachta indica
0.46589604,1.0,Azadirachta indica
0.53191376,0.0,Azadirachta indica
0.50057316,1.0,Azadirachta indica
0.54208183,1.0,Azadirachta indica
0.5270386,0.0,Azadirachta indica
0.51456076,1.0,Azadirachta indica
0.5227906,0.0,Azadirachta indica
0.5310219,0.0,Azadirachta indica
0.519032,1.0,Azadirachta indica
0.514063,1.0,Azadirachta indica
0.5129867,0.0,Azadirachta indica
0.5022112,0.0,Azadirachta indica
0.51233923,0.0,Azadirachta indica
0.526993,0.0,Azadirachta indica
0.5093314,1.0,Azadirachta indica
0.5143455,0.0,Azadirachta indica
0.5272943,0.0,Azadirachta indica
0.50391024,1.0,Azadirachta indica
0.5124261,0.0,Azadirachta indica
0.52117133,1.0,Azadirachta indica
0.536209,1.0,Azadirachta indica
0.51901025,0.0,Azadirachta indica
0.52247614,0.0,Azadirachta indica
0.52912056,1.0,Azadirachta indica
0.5028041,0.0,Azadirachta indica
0.5268406,0.0,Azadirachta indica
0.50355506,0.0,Azadirachta indica
0.5305889,0.0,Azadirachta indica
0.5183288,0.0,Azadirachta indica
0.49329582,0.0,Azadirachta indica
0.50546205,1.0,Azadirachta indica
0.52454644,1.0,Azadirachta indica
0.5032064,1.0,Azadirachta indica
0.5380977,0.0,Azadirachta indica
0.5471635,1.0,Azadirachta indica
0.484672,1.0,Azadirachta indica
0.515726,1.0,Azadirachta indica
0.5173469,1.0,Azadirachta indica
0.5043377,0.0,Azadirachta indica
0.52357167,0.0,Azadirachta indica
0.51599926,0.0,Azadirachta indica
0.49181488,0.0,Azadirachta indica
0.5280136,0.0,Azadirachta indica
0.5203364,1.0,Azadirachta indica
0.55676544,0.0,Azadirachta indica
0.5185015,0.0,Azadirachta indica
0.55065405,0.0,Azadirachta indica
0.494137,0.0,Azadirachta indica
0.4997761,0.0,Azadirachta indica
0.50823504,0.0,Azadirachta indica
0.50874716,0.0,Azadirachta indica
0.53425914,0.0,Azadirachta indica
0.50101,0.0,Azadirachta indica
0.49269283,0.0,Azadirachta indica
0.53832984,0.0,Azadirachta indica
0.52342963,0.0,Azadirachta indica
0.5154493,0.0,Azadirachta indica
0.5043879,1.0,Azadirachta indica
0.50002754,0.0,Azadirachta indica
0.527342,0.0,Azadirachta indica
0.511226,0.0,Azadirachta indica
0.52836937,1.0,Azadirachta indica
0.5292015,0.0,Azadirachta indica
0.50909,1.0,Azadirachta indica
0.4974673,1.0,Azadirachta indica
0.51641524,1.0,Azadirachta indica
0.47740513,0.0,Azadirachta indica
0.511202,1.0,Azadirachta indica
0.49674404,1.0,Azadirachta indica
0.53787565,0.0,Azadirachta indica
0.5255425,0.0,Azadirachta indica
0.52375543,1.0,Azadirachta indica
0.5111545,0.0,Azadirachta indica
0.5022275,0.0,Azadirachta indica
0.53412116,0.0,Azadirachta indica
0.50770926,0.0,Azadirachta indica
0.4988757,0.0,Azadirachta indica
0.5269666,1.0,Azadirachta indica
0.5486537,0.0,Azadirachta indica
0.51757133,0.0,Azadirachta indica
0.5474128,0.0,Azadirachta indica
0.5139246,0.0,Azadirachta indica
0.5425487,1.0,Azadirachta indica
0.5175969,1.0,Azadirachta indica
0.5027858,1.0,Azadirachta indica
0.5025703,1.0,Azadirachta indica
0.51299113,0.0,Azadirachta indica
0.5135481,1.0,Azadirachta indica
0.5003879,1.0,Azadirachta indica
0.49634865,1.0,Azadirachta indica
0.51931775,0.0,Azadirachta indica
0.4887822,0.0,Azadirachta indica
0.50595194,0.0,Azadirachta indica
0.5431772,0.0,Azadirachta indica
0.48677346,0.0,Azadirachta indica
0.51838326,1.0,Azadirachta indica
0.5072367,1.0,Azadirachta indica
0.5179474,1.0,Azadirachta indica
0.5248241,1.0,Azadirachta indica
0.5043053,1.0,Azadirachta indica
0.49518406,0.0,Azadirachta indica
0.5306297,0.0,Azadirachta indica
0.54517853,0.0,Azadirachta indica
0.5066407,1.0,Azadirachta indica
0.526362,1.0,Azadirachta indica
0.51618224,1.0,Azadirachta indica
0.5117711,1.0,Azadirachta indica
0.5066353,1.0,Azadirachta indica
0.5458603,1.0,Azadirachta indica
0.52598524,0.0,Azadirachta indica
0.52430874,0.0,Azadirachta indica
0.54454505,0.0,Azadirachta indica
0.5104418,1.0,Azadirachta indica
0.52507967,0.0,Azadirachta indica
0.5392454,1.0,Azadirachta indica
0.5062231,0.0,Azadirachta indica
0.51448035,0.0,Azadirachta indica
0.505735,1.0,Azadirachta indica
0.5103573,0.0,Azadirachta indica
0.5339805,0.0,Azadirachta indica
0.5178496,0.0,Azadirachta indica
0.50857484,1.0,Azadirachta indica
0.5409718,1.0,Azadirachta indica
0.5293613,1.0,Azadirachta indica
0.5097408,0.0,Azadirachta indica
0.52440023,0.0,Azadirachta indica
0.51918334,0.0,Azadirachta indica
0.4800527,1.0,Azadirachta indica
0.5163862,1.0,Azadirachta indica
0.5009617,0.0,Azadirachta indica
0.4912556,1.0,Azadirachta indica
0.53627694,1.0,Azadirachta indica
0.5051651,0.0,Azadirachta indica
0.50274754,0.0,Azadirachta indica
0.53255403,1.0,Azadirachta indica
0.5022107,0.0,Azadirachta indica
0.53173375,0.0,Azadirachta indica
0.5081399,1.0,Azadirachta indica
0.5250873,1.0,Azadirachta indica
0.53585243,1.0,Azadirachta indica
0.51454926,0.0,Azadirachta indica
0.50340766,1.0,Azadirachta indica
0.52360696,0.0,Azadirachta indica
0.48980123,1.0,Azadirachta indica
0.51109725,0.0,Azadirachta indica
0.50735176,0.0,Azadirachta indica
0.5391947,0.0,Azadirachta indica
0.50348705,0.0,Azadirachta indica
0.49748713,1.0,Azadirachta indica
0.5222486,0.0,Azadirachta indica
0.52499735,1.0,Azadirachta indica
0.51803297,1.0,Azadirachta indica
0.5441507,0.0,Azadirachta indica
0.515809,0.0,Azadirachta indica
0.5046226,1.0,Azadirachta indica
0.50805676,1.0,Azadirachta indica
0.50944716,0.0,Azadirachta indica
0.49712014,1.0,Azadirachta indica
0.51418066,0.0,Azadirachta indica
0.51313734,0.0,Azadirachta indica
0.50905836,0.0,Azadirachta indica
0.51186234,0.0,Azadirachta indica
0.5105428,0.0,Azadirachta indica
0.49804395,0.0,Azadirachta indica
0.51131433,0.0,Azadirachta indica
0.50997454,0.0,Azadirachta indica
0.51952034,0.0,Azadirachta indica
